ctry percent
BE 0
DE 9.780223
DNK 34.71767
EE 0.3117481
FI 0.7548907
FO 0
FR 0
GB 0
IE 0
LT 2.969153
LV 5.131758
NL 0
NO 0
PL 24.51637
RU 6.563748
SE 15.25444
