ctry percent
BE 0
DE 1.882293
DNK 73.64358
EE 0
FI 0
FO 0
FR 0.003021337
GB 0
IE 0
LT 0
LV 0
NL 0.5524731
NO 10.78056
PL 0
RU 0
SE 13.13807
