0.013 0 0 0 0 0 0 0 0 0 0 0 0 0
0.87 0.015 0 0 0 0 0 0 0 0 0 0 0 0
0.117 0.914 0.016 0 0 0 0 0 0 0 0 0 0 0
0 0.071 0.942 0.022 0 0 0 0 0 0 0 0 0 0
0 0 0.042 0.952 0.027 0 0 0 0 0 0 0 0 0
0 0 0 0.026 0.96 0.033 0 0 0 0 0 0 0 0
0 0 0 0 0.013 0.961 0.045 0 0 0 0 0 0 0
0 0 0 0 0 0.006 0.953 0.054 0 0 0 0 0 0
0 0 0 0 0 0 0.002 0.945 0.076 0 0 0 0 0
0 0 0 0 0 0 0 0.001 0.924 0.093 0 0 0 0
0 0 0 0 0 0 0 0 0 0.907 0.125 0 0 0
0 0 0 0 0 0 0 0 0 0 0.875 0.172 0 0
0 0 0 0 0 0 0 0 0 0 0 0.828 0.236 0
0 0 0 0 0 0 0 0 0 0 0 0 0 1
