ctry percent
BE 0
DE 1.145527
DNK 10.21586
EE 1.853861
FI 0.1202186
FO 0
FR 0
GB 0
IE 0
LT 1.743645
LV 24.62152
NL 0
NO 0
PL 52.65804
RU 7.001675
SE 0.6396467
