0.39235 0 0 0 0 0 0 0 0 0 0
0.324225 0.000225 0 0 0 0 0 0 0 0 0
0.26705 0.0815 0 0 0 0 0 0 0 0 0
0.016375 0.370475 0.00005 0 0 0 0 0 0 0 0
0 0.4077 0.026675 0 0 0 0 0 0 0 0
0 0.139425 0.352575 0.000175 0 0 0 0 0 0 0
0 0.000675 0.506375 0.066375 0 0 0 0 0 0 0
0 0 0.1142 0.561025 0.0099 0 0 0 0 0 0
0 0 0.000125 0.36935 0.470425 0.0051 0 0 0 0 0
0 0 0 0.003075 0.516875 0.570175 0.016625 0 0 0 0
0 0 0 0 0.0028 0.42465 0.9171 0.263525 0.002775 0 0
0 0 0 0 0 0.000075 0.066275 0.736475 0.9965 0.960125 0
0 0 0 0 0 0 0 0 0.000725 0.039875 0
0 0 0 0 0 0 0 0 0 0 1
