DEU000030606|1|10|58.65784|17.8|285|76864.14|8325|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000050617|1|10|19.85211|12.64|152|476.5759|4722|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEU000100601|1|10|223.4912|62.22|2889|600563.8|66139|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000100614|1|10|19.85211|12.51|149|476.5759|4642|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEU000120400|1|10|223.4912|33.34|911|600563.8|23535|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000120500|1|10|58.65784|19.09|325|76864.14|9347|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000150400|1|10|58.65784|30.71|783|76864.14|20541|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000200602|1|10|58.65784|17.6|280|76864.14|8170|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000200606|1|10|58.65784|18.43|304|76864.14|8818|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000300601|1|10|223.4912|116.7|9246|600563.8|187411|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000340500|1|10|58.65784|21.65|410|76864.14|11513|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000410637|1|10|58.65784|12.21|142|76864.14|4459|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000430612|1|10|19.85211|12.37|146|476.5759|4556|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEU000560300|1|10|58.65784|17.15|266|76864.14|7827|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000560606|1|10|19.85211|14.1|185|476.5759|5659|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEU000690602|1|10|58.65784|26.45|594|76864.14|16041|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU000930300|1|10|58.65784|15.56|223|76864.14|6663|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU001140614|1|10|19.85211|14.75|202|476.5759|6098|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEU001180300|1|10|58.65784|17.12|266|76864.14|7805|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU001270602|1|10|58.65784|17.35|272|76864.14|7979|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU001280602|1|10|58.65784|12.01|138|76864.14|4339|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU001330300|1|10|58.65784|18.2|297|76864.14|8637|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU001560300|1|10|58.65784|14.98|207|76864.14|6256|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU002120300|1|10|223.4912|80.35|4636|600563.8|101012|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU100210210|1|10|58.65784|14.65|199|76864.14|6030|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU100310210|1|10|58.65784|14.28|190|76864.14|5780|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU100440209|1|10|58.65784|14.56|197|76864.14|5968|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU100550210|1|10|58.65784|18.29|300|76864.14|8708|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU100640223|1|10|58.65784|17.88|288|76864.14|8387|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU101330213|1|10|27.45231|17.72|283|733.7381|8263|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEU114000300|1|10|223.4912|81.32|4740|600563.8|103039|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU200040208|1|10|58.65784|14.52|196|76864.14|5941|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU200100208|1|10|58.65784|17.18|267|76864.14|7850|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU200160201|1|10|19.85211|14.33|191|476.5759|5813|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEU200700219|1|10|58.65784|22.85|453|76864.14|12589|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU200720219|1|10|58.65784|14.42|193|76864.14|5874|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU200730219|1|10|19.85211|14.38|192|476.5759|5847|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEU300200702|1|10|19.85211|12.02|138|476.5759|4345|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEU300640207|1|10|58.65784|23.3|470|76864.14|13002|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU300670207|1|10|58.65784|25.05|537|76864.14|14659|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU300720207|1|10|58.65784|25.7|563|76864.14|15294|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU301850204|1|10|58.65784|14.97|207|76864.14|6249|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU301880204|1|10|223.4912|17.97|290|600563.8|8457|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU302530207|1|10|58.65784|23.96|495|76864.14|13618|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU302610207|1|10|58.65784|23.97|495|76864.14|13627|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU400030109|1|10|58.65784|17.24|269|76864.14|7895|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU400390107|1|10|58.65784|17.62|280|76864.14|8186|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU400660101|1|10|58.65784|23.24|467|76864.14|12947|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU500140105|1|10|58.65784|18.54|308|76864.14|8906|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU500260105|1|10|19.85211|15.9|232|476.5759|6905|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEU500390102|1|10|58.65784|18.51|307|76864.14|8882|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU500410102|1|10|58.65784|15.55|222|76864.14|6655|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU500440102|1|10|58.65784|18.56|308|76864.14|8922|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU500480102|1|10|58.65784|20.87|383|76864.14|10834|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU500650110|1|10|58.65784|15.06|210|76864.14|6312|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEU500790123|1|10|58.65784|17.64|281|76864.14|8201|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DEUDE4AVGNS|1|10|19.85211|5|27|6195.487|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDE7B6GNS|1|10|19.85211|5|27|3812.608|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDE8ANGNS|1|10|19.85211|5|27|9054.943|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEAHCGNS|1|10|19.85211|5|27|7625.215|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEBA1GNS|1|10|19.85211|5|27|4289.184|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEBA2GNS|1|10|19.85211|5|27|5718.911|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEBBHGNS|1|10|19.85211|5|27|7148.639|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEBG8GNS|1|10|19.85211|5|27|5718.911|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEBSKGNS|1|10|19.85211|5|27|953.1519|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEBZRGNS|1|10|19.85211|5|27|5242.335|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEDAPGNS|1|10|19.85211|5|27|476.5759|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEDIAGNS|1|10|19.85211|5|27|2859.456|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEDRAGNS|1|10|19.85211|5|27|5242.335|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEECKGNS|1|10|19.85211|5|27|10961.25|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEFLFGNS|1|10|19.85211|5|27|12867.55|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEGLYGNS|1|10|19.85211|5|27|3812.608|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEGRDGNS|1|10|19.85211|5|27|9531.519|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEGROGNS|1|10|19.85211|5|27|2859.456|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEGXGGNS|1|10|19.85211|5|27|10961.25|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEHDFGNS|1|10|19.85211|5|27|2859.456|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEHEDGNS|1|10|19.85211|5|27|6672.063|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEHHFGNS|1|10|19.85211|5|27|5242.335|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEHTUGNS|1|10|19.85211|5|27|2859.456|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEKA1GNS|1|10|19.85211|5|27|1906.304|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEKA2GNS|1|10|19.85211|5|27|2859.456|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEKAPGNS|1|10|19.85211|5|27|10008.09|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEKDMGNS|1|10|19.85211|5|27|4765.759|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEKELGNS|1|10|19.85211|5|27|2382.88|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEKLPGNS|1|10|19.85211|5|27|2382.88|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEKSLGNS|1|10|19.85211|5|27|18109.89|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEKSWGNS|1|10|19.85211|5|27|3336.032|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEKZRGNS|1|10|19.85211|5|27|1429.728|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDELABGNS|1|10|19.85211|5|27|8101.791|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDELAUGNS|1|10|19.85211|5|27|9054.943|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDELPPGNS|1|10|19.85211|5|27|4765.759|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDELSAGNS|1|10|19.85211|5|27|10008.09|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDELZWGNS|1|10|19.85211|5|27|6195.487|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEMAOGNS|1|10|19.85211|5|27|9531.519|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEMKBGNS|1|10|19.85211|5|27|3812.608|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEMVDGNS|1|10|19.85211|5|27|953.1519|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEND1GNS|1|10|19.85211|5|27|21445.92|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDENDTGNS|1|10|19.85211|5|27|8101.791|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDENHOGNS|1|10|19.85211|5|27|2382.88|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDENOZGNS|1|10|19.85211|5|27|4289.184|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEORDGNS|1|10|19.85211|5|27|3336.032|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEORTGNS|1|10|19.85211|5|27|2382.88|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEPRNGNS|1|10|19.85211|5|27|5242.335|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEPUTGNS|1|10|19.85211|5|27|953.1519|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDERKZGNS|1|10|19.85211|5|27|2382.88|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDERREGNS|1|10|19.85211|5|27|12867.55|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDERZDGNS|1|10|19.85211|5|27|8101.791|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDESASGNS|1|10|19.85211|5|27|2859.456|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDESH2GNS|1|10|19.85211|5|27|12867.55|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDESHYGNS|1|10|19.85211|5|27|7148.639|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDESTDGNS|1|10|19.85211|5|27|5242.335|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDESTLGNS|1|10|19.85211|5|27|1429.728|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDETAZGNS|1|10|19.85211|5|27|4765.759|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDETS2GNS|1|10|19.85211|5|27|12390.97|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEUCKGNS|1|10|19.85211|5|27|13820.7|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEUECGNS|1|10|19.85211|5|27|4289.184|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEUMZGNS|1|10|19.85211|5|27|7148.639|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEUSDGNS|1|10|19.85211|5|27|6672.063|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEVIAGNS|1|10|19.85211|5|27|1429.728|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEWA1GNS|1|10|19.85211|5|27|953.1519|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEWARGNS|1|10|19.85211|5|27|953.1519|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEWAYGNS|1|10|19.85211|5|27|3812.608|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEWE1GNS|1|10|19.85211|5|27|8578.367|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEWISGNS|1|10|19.85211|5|27|11914.4|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEWOLGNS|1|10|19.85211|5|27|1906.304|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEZINGNS|1|10|19.85211|5|27|5718.911|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDEZISGNS|1|10|19.85211|5|27|3336.032|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUDKSAGGNS|1|10|19.85211|5|27|7148.639|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DEUPLELBGNS|1|10|19.85211|5|27|476.5759|1017|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
DNK000000569|1|10|45.80608|14.57|197|75796.98|5975|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DNK000003300|1|10|58.65784|18.01|292|76864.14|8488|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DNK000004343|1|10|58.65784|17.31|271|76864.14|7949|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DNK000004561|1|10|58.65784|27.95|658|76864.14|17575|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DNK000004838|1|10|58.65784|16.57|250|76864.14|7394|10|0.4485|336.7618|20|1|0.9|1.1|0.15|5|6|5|22|1|0
DNK000004873|1|10|19.85211|13.8|178|476.5759|5461|10|0.4485|336.7618|20|1|0|1.1|0.15|5|6|5|22|1|0
