pt_graph scale
3378 0
3378 112.106354433284
3378 112.106354433284
3378 112.106354433284
3378 112.106354433284
3378 0
3378 0
3378 14.5274500675631
3378 14.5274500675631
3378 14.5274500675631
3378 14.5274500675631
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 0
3378 8.27939968125217
3378 8.27939968125217
3378 0
3378 11.6666666666667
5550 0
5550 112.106354433284
5550 112.106354433284
5550 112.106354433284
5550 112.106354433284
5550 0
5550 0
5550 14.5274500675631
5550 14.5274500675631
5550 14.5274500675631
5550 14.5274500675631
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 0
5550 8.27939968125217
5550 8.27939968125217
5550 0
5550 11.6666666666667
5514 0
5514 112.106354433284
5514 112.106354433284
5514 112.106354433284
5514 112.106354433284
5514 0
5514 0
5514 14.5274500675631
5514 14.5274500675631
5514 14.5274500675631
5514 14.5274500675631
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 0
5514 8.27939968125217
5514 8.27939968125217
5514 0
5514 11.6666666666667
5551 0
5551 112.106354433284
5551 112.106354433284
5551 112.106354433284
5551 112.106354433284
5551 0
5551 0
5551 14.5274500675631
5551 14.5274500675631
5551 14.5274500675631
5551 14.5274500675631
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 0
5551 8.27939968125217
5551 8.27939968125217
5551 0
5551 11.6666666666667
5594 0
5594 112.106354433284
5594 112.106354433284
5594 112.106354433284
5594 112.106354433284
5594 0
5594 0
5594 14.5274500675631
5594 14.5274500675631
5594 14.5274500675631
5594 14.5274500675631
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 0
5594 8.27939968125217
5594 8.27939968125217
5594 0
5594 11.6666666666667
5729 0
