V1 V2
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000030606 99.3380563866747
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
DEU000050617 0.00083618592294099
