vids pt_graph
DEU000030606 7981
DEU000050617 7972
DEU000100601 8496
DEU000100614 8558
DEU000120400 9122
DEU000120500 7960
DEU000150400 8505
DEU000200602 8573
DEU000200606 7951
DEU000300601 8571
DEU000320601 8571
DEU000340500 8573
DEU000410637 7963
DEU000430612 7976
DEU000560300 9125
DEU000560606 7950
DEU000690602 8573
DEU000930300 9125
DEU001140614 8558
DEU001180300 9125
DEU001270602 8573
DEU001280602 8654
DEU001330300 9125
DEU001560300 9125
DEU002120300 8513
DEU100210210 7948
DEU100310210 7960
DEU100440209 8555
DEU100550210 8539
DEU100640223 8539
DEU101330213 8549
DEU114000300 8571
DEU200040208 7944
DEU200100208 7944
DEU200160201 7948
DEU200700219 8573
DEU200720219 7948
DEU200730219 7937
DEU300200702 8179
DEU300640207 8557
DEU300670207 8573
DEU300720207 8554
DEU301850204 7965
DEU301880204 7965
DEU302530207 8554
DEU302610207 8554
DEU400030109 7960
DEU400390107 9125
DEU400660101 8554
DEU500140105 9125
DEU500260105 9125
DEU500390102 9125
DEU500410102 9125
DEU500440102 9125
DEU500480102 9125
DEU500650110 9125
DEU500790123 9125
DNK000000569 8263
DNK000003300 8573
DNK000003602 8554
DNK000004343 8263
DNK000004561 8086
DNK000004838 8114
DNK000004873 8062
DNK000005011 8086
DNK000005016 8131
DNK000005142 8086
DNK000005269 8070
DNK000005418 8167
DNK000005463 8243
DNK000005649 8131
DNK000005993 8554
DNK000006040 8279
DNK000006110 8281
DNK000006225 8045
DNK000006238 8263
DNK000006282 8127
DNK000006577 8098
DNK000006581 8045
DNK000006764 8098
DNK000006974 8742
DNK000007009 8263
DNK000007107 8281
DNK000007125 8114
DNK000007141 8263
DNK000007142 8114
DNK000007220 8062
DNK000007234 8070
DNK000007263 8127
DNK000007293 8086
DNK000007305 8229
DNK000007380 8098
DNK000007407 8127
DNK000007408 8167
DNK000007452 8017
DNK000007477 8086
DNK000007519 8131
DNK000007602 8263
DNK000007718 8255
DNK000007747 8086
DNK000008024 8086
DNK000008057 8142
DNK000008152 8086
DNK000008259 8127
DNK000008285 8086
DNK000008303 8263
DNK000008396 8977
DNK000008438 8229
DNK000008458 8070
DNK000008497 8762
DNK000008538 8229
DNK000008642 8583
DNK000010670 8185
DNK000010804 8086
DNK000010823 8281
DNK000010987 8098
