vids freq
DEU000030606 1
DEU000050617 1
DEU000100601 1
DEU000100614 1
DEU000120400 1
DEU000120500 1
DEU000150400 1
DEU000200602 1
DEU000200606 1
DEU000300601 1
DEU000320601 1
DEU000340500 1
DEU000410637 1
DEU000430612 1
DEU000560300 1
DEU000560606 1
DEU000690602 1
DEU000930300 1
DEU001140614 1
DEU001180300 1
DEU001270602 1
DEU001280602 1
DEU001330300 1
DEU001560300 1
DEU002120300 1
DEU100210210 1
DEU100310210 1
DEU100440209 1
DEU100550210 1
DEU100640223 1
DEU101330213 1
DEU114000300 1
DEU200040208 1
DEU200100208 1
DEU200160201 1
DEU200700219 1
DEU200720219 1
DEU200730219 1
DEU300200702 1
DEU300640207 1
DEU300670207 1
DEU300720207 1
DEU301850204 1
DEU301880204 1
DEU302530207 1
DEU302610207 1
DEU400030109 1
DEU400390107 1
DEU400660101 1
DEU500140105 1
DEU500260105 1
DEU500390102 1
DEU500410102 1
DEU500440102 1
DEU500480102 1
DEU500650110 1
DEU500790123 1
DEUDE4AVGNS 1
DEUDE7B6GNS 1
DEUDE8ANGNS 1
DEUDEAHCGNS 1
DEUDEBA1GNS 1
DEUDEBA2GNS 1
DEUDEBBHGNS 1
DEUDEBG8GNS 1
DEUDEBSKGNS 1
DEUDEBZRGNS 1
DEUDEDAPGNS 1
DEUDEDIAGNS 1
DEUDEDRAGNS 1
DEUDEECKGNS 1
DEUDEFLFGNS 1
DEUDEGLYGNS 1
DEUDEGRDGNS 1
DEUDEGROGNS 1
DEUDEGXGGNS 1
DEUDEHDFGNS 1
DEUDEHEDGNS 1
DEUDEHHFGNS 1
DEUDEHTUGNS 1
DEUDEKA1GNS 1
DEUDEKA2GNS 1
DEUDEKAPGNS 1
DEUDEKDMGNS 1
DEUDEKELGNS 1
DEUDEKLPGNS 1
DEUDEKSLGNS 1
DEUDEKSWGNS 1
DEUDEKZRGNS 1
DEUDELABGNS 1
DEUDELAUGNS 1
DEUDELPPGNS 1
DEUDELSAGNS 1
DEUDELZWGNS 1
DEUDEMAOGNS 1
DEUDEMKBGNS 1
DEUDEMVDGNS 1
DEUDEND1GNS 1
DEUDENDTGNS 1
DEUDENHOGNS 1
DEUDENOZGNS 1
DEUDEORDGNS 1
DEUDEORTGNS 1
DEUDEPRNGNS 1
DEUDEPUTGNS 1
DEUDERKZGNS 1
DEUDERREGNS 1
DEUDERZDGNS 1
DEUDESASGNS 1
DEUDESH2GNS 1
DEUDESHYGNS 1
DEUDESTDGNS 1
DEUDESTLGNS 1
DEUDETAZGNS 1
DEUDETS2GNS 1
DEUDEUCKGNS 1
DEUDEUECGNS 1
DEUDEUMZGNS 1
DEUDEUSDGNS 1
DEUDEVIAGNS 1
DEUDEWA1GNS 1
DEUDEWARGNS 1
DEUDEWAYGNS 1
DEUDEWE1GNS 1
DEUDEWISGNS 1
DEUDEWOLGNS 1
DEUDEZINGNS 1
DEUDEZISGNS 1
DEUDKSAGGNS 1
DEUPLELBGNS 1
DNK000000569 1
DNK000003300 1
DNK000004343 1
DNK000004561 1
DNK000004838 1
DNK000004873 1
DNK000005011 1
DNK000005016 1
DNK000005142 1
DNK000005269 1
DNK000005418 1
DNK000005463 1
DNK000005649 1
DNK000006040 1
DNK000006110 1
DNK000006225 1
DNK000006238 1
DNK000006282 1
DNK000006577 1
DNK000006581 1
DNK000006764 1
DNK000006974 1
DNK000007009 1
DNK000007107 1
DNK000007125 1
DNK000007141 1
DNK000007142 1
DNK000007220 1
DNK000007234 1
DNK000007263 1
DNK000007293 1
DNK000007305 1
DNK000007380 1
DNK000007407 1
DNK000007408 1
DNK000007452 1
DNK000007477 1
DNK000007519 1
DNK000007602 1
DNK000007718 1
DNK000007747 1
DNK000008024 1
DNK000008057 1
DNK000008152 1
DNK000008259 1
DNK000008285 1
DNK000008303 1
DNK000008396 1
DNK000008438 1
DNK000008458 1
DNK000008497 1
DNK000008538 1
DNK000008642 1
DNK000010670 1
DNK000010804 1
DNK000010823 1
DNK000010987 1
DNK000011391 1
DNK000011447 1
DNK000011752 1
DNK000011755 1
DNK000011783 1
DNK000011784 1
DNK000011899 1
DNK000011985 1
DNK000011989 1
DNK000012025 1
DNK000012209 1
DNK000012227 1
DNK000012289 1
DNK000012304 1
DNK000012310 1
DNK000012321 1
DNK000012360 1
DNK000012455 1
DNK000012485 1
DNK000012527 1
DNK000012574 1
DNK000012749 1
DNK000012760 1
DNK000012775 1
DNK000012807 1
DNK000012832 1
DNK000012932 1
DNK000013000 1
DNK000013055 1
DNK000013170 1
DNK000013404 1
DNK000013480 1
DNK000013581 1
DNK000013590 1
DNK000013667 1
DNK000013673 1
DNK000013689 1
DNK000013694 1
DNK000013750 1
DNK000013772 1
DNK000013843 1
DNK000013940 1
DNK000013944 1
DNK000013968 1
DNK000013985 1
DNK000014198 1
DNK000014263 1
DNK000014292 1
DNK000014547 1
DNK000014548 1
DNK000014668 1
DNK000019168 1
DNK000020378 1
DNK000024336 1
DNK000024751 1
DNK000025580 1
DNK000025933 1
DNK000026630 1
DNK000031666 1
DNK000031916 1
DNK000032060 1
DNK000032145 1
DNK000032157 1
DNK000032224 1
DNK000032227 1
DNK000032228 1
DNK000032919 1
DNK000032999 1
DNK000033160 1
DNK000033383 1
DNK000033403 1
DNK000033440 1
DNK000033459 1
DNK000033712 1
DNK000034172 1
DNK000034715 1
DNK000035175 1
DNK000035437 1
DNK000035823 1
DNK000036044 1
DNK000036167 1
DNK000036406 1
DNK000036587 1
DNK000037331 1
DNK000037429 1
DNK000038349 1
DNK000038369 1
DNK000038389 1
DNK000038952 1
DNK000038971 1
DNK000039090 1
DNK000040452 1
DNK000042092 1
DNK000042795 1
DNK000042875 1
DNK000043716 1
DNK000043735 1
DNK000043855 1
DNK000044016 1
DNK000044355 1
DNK000044376 1
DNK000044396 1
DNK000044496 1
DNK000044556 1
DNK000044557 1
DNK000044616 1
DNK000044656 1
DNK000044676 1
DNK000044720 1
DNK000044756 1
DNKDEBSKGNS 1
DNKDEECKGNS 1
DNKDEFLFGNS 1
DNKDEKSLGNS 1
DNKDELAUGNS 1
DNKDEND1GNS 1
DNKDESTDGNS 1
DNKDKAGHGNS 1
DNKDKANHGNS 1
DNKDKARNGNS 1
DNKDKASFGNS 1
DNKDKASKGNS 1
DNKDKBAGGNS 1
DNKDKBAOGNS 1
DNKDKBAQGNS 1
DNKDKBEGGNS 1
DNKDKBGZGNS 1
DNKDKBIHGNS 1
DNKDKBISGNS 1
DNKDKBKHGNS 1
DNKDKBSHGNS 1
DNKDKDOVGNS 1
DNKDKDYRGNS 1
DNKDKEBTGNS 1
DNKDKEJSGNS 1
DNKDKENDGNS 1
DNKDKERRGNS 1
DNKDKFAKGNS 1
DNKDKFALGNS 1
DNKDKFDHGNS 1
DNKDKFDSGNS 1
DNKDKFJLGNS 1
DNKDKFJPGNS 1
DNKDKFRCGNS 1
DNKDKFRLGNS 1
DNKDKGDBGNS 1
DNKDKGEDGNS 1
DNKDKGERGNS 1
DNKDKGEVGNS 1
DNKDKGLEGNS 1
DNKDKGUSGNS 1
DNKDKHAEGNS 1
DNKDKHANGNS 1
DNKDKHIRGNS 1
DNKDKHMMGNS 1
DNKDKHOHGNS 1
DNKDKHORGNS 1
DNKDKHSLGNS 1
DNKDKHSUGNS 1
DNKDKHUNGNS 1
DNKDKJUEGNS 1
DNKDKJYLGNS 1
DNKDKKAVGNS 1
DNKDKKETGNS 1
DNKDKKHFGNS 1
DNKDKKLHGNS 1
DNKDKKLVGNS 1
DNKDKKNBGNS 1
DNKDKKOLGNS 1
DNKDKKRZGNS 1
DNKDKKTDGNS 1
DNKDKKTPGNS 1
DNKDKKULGNS 1
DNKDKLIDGNS 1
DNKDKLILGNS 1
DNKDKLOHGNS 1
DNKDKLUDGNS 1
DNKDKLUNGNS 1
DNKDKMELGNS 1
DNKDKMIDGNS 1
DNKDKMOMGNS 1
DNKDKMOSGNS 1
DNKDKMOUGNS 1
DNKDKMRSGNS 1
DNKDKNAMGNS 1
DNKDKNBGGNS 1
DNKDKNORGNS 1
DNKDKNTDGNS 1
DNKDKNYOGNS 1
DNKDKNYSGNS 1
DNKDKODNGNS 1
DNKDKODOGNS 1
DNKDKODSGNS 1
DNKDKOMMGNS 1
DNKDKPEDGNS 1
DNKDKRISGNS 1
DNKDKSAGGNS 1
DNKDKSAVGNS 1
DNKDKSDVGNS 1
DNKDKSKAGNS 1
DNKDKSKYGNS 1
DNKDKSLSGNS 1
DNKDKSLTGNS 1
DNKDKSNAGNS 1
DNKDKSNEGNS 1
DNKDKSORGNS 1
DNKDKSPBGNS 1
DNKDKSRGGNS 1
DNKDKSTBGNS 1
DNKDKSTCGNS 1
DNKDKSTDGNS 1
DNKDKSTEGNS 1
DNKDKSTIGNS 1
DNKDKSTJGNS 1
DNKDKSTRGNS 1
DNKDKSUPGNS 1
DNKDKSVIGNS 1
DNKDKTAMGNS 1
DNKDKTEJGNS 1
DNKDKTHPGNS 1
DNKDKTROGNS 1
DNKDKURNGNS 1
DNKDKVARGNS 1
DNKDKVEMGNS 1
DNKDKVAAGNS 1
DNKPLDARGNS 1
EST000825464 1
EST010101021 1
EST010101425 1
EST010101439 1
EST010101442 1
EST010101445 1
EST010101448 1
EST010101457 1
EST010126047 1
EST010126050 1
EST010126477 1
EST010126485 1
EST060915002 1
EST060921005 1
EST090617002 1
EST090911001 1
