pt_graph cpue_kghour
8225 418.104831492066
8225 418.104831492066
8225 418.104831492066
8225 16.2976506140842
8225 46.407466436374
8225 46.407466436374
8225 0.208960843373494
8225 0.208960843373494
8225 0.120625281164897
8225 1330.67890509224
8225 1330.67890509224
8225 0.160325333507038
8225 28.3919163700434
8225 28.3919163700434
8225 0
8225 0.77906543442073
8225 0
8225 0
8225 1.0345236079077
8225 18.8755115600355
8225 18.8755115600355
8094 418.104831492066
8094 418.104831492066
8094 418.104831492066
8094 16.2976506140842
8094 46.407466436374
8094 46.407466436374
8094 0.208960843373494
8094 0.208960843373494
8094 0.120625281164897
8094 1330.67890509224
8094 1330.67890509224
8094 0.160325333507038
8094 28.3919163700434
8094 28.3919163700434
8094 0
8094 0.77906543442073
8094 0
8094 0
8094 1.0345236079077
8094 18.8755115600355
8094 18.8755115600355
8907 418.104831492066
8907 418.104831492066
8907 418.104831492066
8907 16.2976506140842
8907 46.407466436374
8907 46.407466436374
8907 0.208960843373494
8907 0.208960843373494
8907 0.120625281164897
8907 1330.67890509224
8907 1330.67890509224
8907 0.160325333507038
8907 28.3919163700434
8907 28.3919163700434
8907 0
8907 0.77906543442073
8907 0
8907 0
8907 1.0345236079077
8907 18.8755115600355
8907 18.8755115600355
