vid percent
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000030606 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000050617 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100601 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000100614 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120400 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000120500 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000150400 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200602 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000200606 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000300601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000320601 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000340500 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000410637 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000430612 100
DEU000560300 100
DEU000560300 100
DEU000560300 100
DEU000560300 100
DEU000560300 100
DEU000560300 100
