port_name;lon;lat;idx_port
SEMSD;11.596167;57.887667;717
SEMUK;11.677033;58.46555;718
SENOG;19.41666667;63.66666667;719
SENOT;17.1478;60.931483;720
SENRK;16.26;58.61;721
SENYM;14.472017;56.038867;722
SENYN;17.956667;58.9;723
SENYO;17.16666667;58.91666667;724
SEOER;18.716667;63.288333;725
SEOSH;18.377833;60.2605;726
SEOSK;16.458333;57.266667;727
SEOSO;17.85;58.96666667;728
SEOXE;17.109167;58.657467;729
SEPIT;21.496667;65.32;730
SERAM;17.86795;62.816533;731
SERNB;15.303333;56.176667;732
SERNG;11.560167;57.938333;733
SERUR;18.766667;59.2775;734
SERUV;19.43333333;63.53333333;735
SESAE;17.161667;61.263333;736
SESDL;17.3;62.38333333;737
SESIM;14.358333;55.558333;738
SESKM;11.547167;57.988167;739
SESKR;11.655667;58.381333;740
SESMD;11.166667;58.933333;741
SESND;11.8325;58.138167;742
SESNR;12.85;55.41666667;743
SESOE;17.61666667;59.2;744
SESOG;16.413333;58.475;745
SESOL;14.591667;56.05;746
SESOO;17.07;61.306667;747
SESRU;17.8;59;748
SESSR;17.406667;60.650833;749
SESTE;11.816667;58.066667;750
SESTR;11.761667;57.617333;751
SESTU;17.110733;61.30555;752
SESZI;12.95;55.41666667;753
SETRL;11.771167;57.726167;754
SETRS;17.555;58.891667;755
SETSO;14.651667;56;756
SEUDD;11.933333;58.35;757
SEUGG;12.6105;56.815;758
SEUGN;11.297167;58.453;759
SEUME;20.25;63.83333333;760
SEVAG;12.25;57.1;761
SEVAL;17.179517;61.1788;762
SEVBY;18.283333;57.65;763
SEVEL;13.03333333;55.46666667;764
SEVHD;17.499167;58.9465;765
SEVVK;16.653333;57.756667;766
SEVXH;18.33333333;59.4;767
SEYNG;14.23;55.883167;768
SEYST;13.818333;55.425;769
DEHTU;10.149964544;54.368902736;770
DKLIN;10.533333333;55.466666667;771
DKHSB;8.622294426;56.359588623;772
PLTZW;18.767805555;54.084731119;773
DEPTD;12.438567;54.221583001;774
PLNOW;18.661798961;54.411150034;775
DEMUK;13.583333333;54.483333333;776
DKVAE;12.37718957;55.608591799;777
DKTUB;12.581545733;55.725906615;778
SEKVH;12.718345783;56.005881138;779
SEBAS;12.834238156;56.418647472;780
SEBUV;18.266925124;57.032519695;781
SEDON;11.798927459;57.594635066;782
SEFSD;19.058308284;57.864216653;783
NOKVF;7.300739319;58.033306375;784
SELDO;12.15;58.033333333;785
NOSNE;7.818070888;58.097858429;786
EETGI;22.7263242;58.5798397;787
NOTVE;8.9279785;58.621951501;788
SEDJN;16.334199998;58.632039931;789
NORIS;9.249428575;58.715056238;790
EESVI;23.312467113;58.970242372;791
NOTJO;10.3921085;59.117998001;792
NONTY;10.381880942;59.166921268;793
NOSTK;10.295983;59.222274501;794
SELOU;18.147693617;59.332507813;795
NORYG;10.6674375;59.336906501;796
SEHBV;17.816666667;59.366666667;797
SESUD;18.05;59.383333333;798
EELSA;25.7192545;59.582100001;799
NOSDX;10.2069235;59.586599501;800
NOFAX;10.5939275;59.736634001;801
NOASK;10.499459208;59.78375059;802
NOBAR;10.65;59.916666667;803
FISTR;22.86831427;60.187173118;804
FIPRV;25.666808149;60.385674622;805
FIVKO;26.25;60.4;806
FIKUS;21.354703;60.548259001;807
FIMTL;21.494177029;61.591789776;808
SEORT;17.366666667;62.4;809
FIKRO;21.518258;63.055359001;810
FIUKP;22.539461136;63.516384125;811
SEOBB;20.326634417;63.699926985;812
FIRAH;23.716405034;64.219549556;813
SEBUR;21.245288557;64.61866168;814
SEROR;21.283333333;64.666666667;815
SESKE;21.2308712;64.690948486;816
FIHAU;25.352695465;65.173667908;817
SEHAH;21.633333333;65.233333333;818
SENJA;22.146414123;65.582822218;819
DENHO;10.803527832;54.09387207;820
DEANK;13.693481445;53.860107422;821
DEDMN;13.030517578;53.906677246;822
DEBSK;11.189086914;54.421325684;823
DKARK;10.407897949;54.894287109;824
DKAVK;10.256530762;55.036499023;825
DKSDO;10.471923828;55.041870117;826
DKVSV;10.786071777;55.139709473;827
DKASN;9.883911133;55.27130127;828
DKLYO;9.758728027;55.518310547;829
DKEDL;10.272277832;55.762084961;830
DKKOK;10.530090332;55.798706055;831
DKSLV;10.548278809;55.864685059;832
DKTNO;10.454528809;55.950500488;833
DKSSV;10.348083496;56.246520996;834
DKKLP;8.605712891;56.519897461;835
DKDAS;10.038330078;56.683105469;836
DKKON;10.065673828;56.686706543;837
DKTYB;8.218322754;56.69708252;838
DKDAN;10.050292969;56.699707031;839
DKSUE;9.174072266;56.709472656;840
DKNUD;8.497070312;56.752929687;841
DKFGS;8.917907715;56.980285645;842
DKROR;9.971923828;57.065673828;843
PLELB;19.400085449;54.277893066;844
RUBLT;19.906921387;54.632873535;845
RUKGD;20.47668457;54.704101562;846
DKASK;11.483276367;54.88470459;847
DKVNG;14.732299805;55.245483398;848
SETRG;13.1513045;55.370105;849
DKAVE;12.482910156;55.601074219;850
DKORO;11.801086426;55.756530762;851
DKKBY;11.885070801;55.815490723;852
DKSJO;11.300476074;55.974487305;853
LTBOT;21.070495605;56.038330078;854
SEHEL;12.688819;56.0438795;855
SEDEG;16.407287598;56.350097656;856
SEBEA;16.086914062;56.377502441;857
SEMOR;16.380493164;56.530273437;858
SEJAT;16.54510498;57.097290039;859
SERNH;18.491882324;57.172485352;860
SEGKV;17.08807373;57.348876953;861
SEKLI;18.183898926;57.388305664;862
SESLI;18.809875488;57.702087402;863
SEGUN;16.540100098;57.724304199;864
SESUR;12.008911133;57.83770752;865
SESUS;18.799926758;57.843688965;866
SEKPH;18.788513184;57.849304199;867
SEBOH;12.00769043;57.853881836;868
SEGAM;16.41809082;57.889099121;869
SENOL;12.061889648;57.92388916;870
SEWAL;11.701293945;58.012878418;871
NOMAN;7.468078613;58.018493652;872
SEGOA;12.142089844;58.106506348;873
NOKRS;8.004699707;58.144104004;874
SEVAK;16.605712891;58.203491211;875
NOLIL;8.374694824;58.241271973;876
SETHN;12.315673828;58.313110352;877
NOGTD;8.603881836;58.33807373;878
SEVGN;12.375488281;58.353271484;879
SEBRO;11.433731078;58.353900142;880
SEKUN;11.245910645;58.364929199;881
SEVAN;12.330505371;58.385498047;882
NOARE;8.76751709;58.457702637;883
SEFJA;11.28112793;58.600097656;884
NOKRA;9.416687012;58.867492676;885
SESTV;17.780273437;58.949279785;886
NOLAR;10.031494141;59.049072266;887
SEKGG;17.78527832;59.096496582;888
NOHAL;11.385314941;59.118103027;889
NOSAD;10.225891113;59.12689209;890
NOGVL;9.652709961;59.152099609;891
NOBRG;10.950073242;59.192871094;892
SEUND;17.533325195;59.266906738;893
SEBER;18.161682129;59.318908691;894
NOTON;10.512788382;59.323826681;895
SEGUB;18.378479004;59.326904297;896
SEBLV;18.116271973;59.347900391;897
NOBRR;10.497924805;59.417297363;898
NOMSS;10.65447998;59.429321289;899
NOHOL;10.317321777;59.49029541;900
NODRM;10.233520508;59.734130859;901
SENOE;18.714477539;59.75769043;902
FIHKO;22.963317871;59.819702148;903
FIKVH;23.225708008;59.878295898;904
RULED;30.197509766;59.893493652;905
FILAP;23.262084961;59.900085449;906
FISKB;23.314697266;59.909301758;907
FIKKR;20.894287109;59.946105957;908
FITAI;23.427307129;59.985900879;909
RUKDT;29.753295898;59.990478516;910
FIFOG;20.422485352;60.015075684;911
FIDLS;22.511474609;60.015686035;912
FIINK;24.008728027;60.043273926;913
FIDRA;22.472900391;60.074890137;914
FIKNT;24.377685547;60.083496094;915
FIMHQ;19.931274414;60.085876465;916
FIPOH;23.553710937;60.096496582;917
SEGRH;18.817504883;60.098876953;918
FIFOR;22.862915039;60.101501465;919
FILAN;20.298095703;60.117126465;920
FIESP;24.624328613;60.155273437;921
FIHEL;24.923563;60.1556475;922
FIKOR;21.557312012;60.17590332;923
FINAU;21.91229248;60.194091797;924
FIKIM;22.854125977;60.194885254;925
FIECK;19.61730957;60.196289062;926
FIHOU;21.372070312;60.225280762;927
FIGDB;20.01550293;60.227294922;928
FIFAR;20.012695312;60.238708496;929
FITEI;22.946289062;60.254882812;930
FISIP;25.352294922;60.264099121;931
FIKUM;20.785705566;60.288696289;932
FIPAR;22.303894043;60.296875;933
FISKV;25.5526275;60.307724;934
FITOK;25.577514648;60.334472656;935
RUPRI;28.716308594;60.335327148;936
FISAL;23.084472656;60.367492676;937
FIRYM;21.952880859;60.378479004;938
FIISN;26.015319824;60.392883301;939
FIINI;21.381286621;60.40447998;940
SEFOR;18.209899902;60.407287598;941
FILOV;26.258911133;60.410095215;942
FIBRA;21.0546875;60.428527832;943
FIPER;26.064086914;60.430480957;944
FITKU;22.217529297;60.434692383;945
FIVEL;21.649902344;60.460876465;946
FINLI;22.015075684;60.465087891;947
FIKTK;26.950806679;60.472467934;948
FIRUO;26.466125488;60.487304687;949
FITVS;21.598510742;60.555480957;950
FIHMN;27.194519043;60.562927246;951
RUVYS;28.569519043;60.624084473;952
SEGVX;17.225891113;60.691894531;953
RUVYG;28.742126465;60.715698242;954
FIUKI;21.37890625;60.795898437;955
FIRAU;21.477478027;61.127685547;956
SEALA;17.161682129;61.214294434;957
FIEJO;21.49810791;61.246276855;958
FILUV;21.50970459;61.414489746;959
FIPOR;21.79309082;61.492492676;960
SEIGG;17.099914551;61.641479492;961
FIMER;21.481506348;61.848693848;962
SESTA;17.346130371;61.894897461;963
FIKRS;21.31628418;62.257873535;964
SESTK;17.368530273;62.332702637;965
FIKAS;21.218505859;62.35949707;966
SEKUB;17.335693359;62.385681152;967
SETUN;17.389892578;62.412475586;968
SEVIV;17.382080078;62.480285645;969
SEOST;17.332885742;62.481689453;970
SESOR;17.502075195;62.496704102;971
SEUTA;17.934326172;62.768127441;972
SELUG;17.919128418;62.92010498;973
SEVAJ;17.710693359;62.976928711;974
SEBOL;17.689880371;62.995483398;975
FIVAA;21.606079102;63.087097168;976
SEDOM;18.730285645;63.263671875;977
SEHUS;19.155090332;63.327880859;978
FIPRS;22.690673828;63.713500977;979
FIKOK;23.037109375;63.836730957;980
FIKJO;23.947509766;64.25769043;981
FIRTR;24.41192627;64.659729004;982
FIRAA;24.463928223;64.682495117;983
SESFT;21.243713379;64.684875488;984
FIOUL;25.417480469;65.000305176;985
SELLA;22.165893555;65.57989502;986
FIKEM;24.537109375;65.658508301;987
FITOR;24.15612793;65.75390625;988
SEKXV;23.283508301;65.790283203;989
SETOE;22.675720215;65.902099609;990
NOBRO;10.538822876;59.85224364;991
SEFLI;16.590211578;57.552723898;992
SEELL;14.8188415;56.1566525;993
