vids pt_graph
DEU000030606 27304
DEU000050617 27295
DEU000100601 27819
DEU000100614 27881
DEU000120400 28445
DEU000120500 27283
DEU000150400 27828
DEU000200602 27896
DEU000200606 27274
DEU000300601 27894
DEU000320601 27894
DEU000340500 27896
DEU000410637 27286
DEU000430612 27299
DEU000560300 28448
DEU000560606 27273
DEU000690602 27896
DEU000930300 28448
DEU001140614 27881
DEU001180300 28448
DEU001270602 27896
DEU001280602 27977
DEU001330300 28448
DEU001560300 28448
DEU002120300 27836
DEU100210210 27271
DEU100310210 27283
DEU100440209 27878
DEU100550210 27862
DEU100640223 27862
DEU101330213 27872
DEU114000300 27894
DEU200040208 27267
DEU200100208 27267
DEU200160201 27271
DEU200700219 27896
DEU200720219 27271
DEU200730219 27260
DEU300200702 27502
DEU300640207 27880
DEU300670207 27896
DEU300720207 27877
DEU301850204 27288
DEU301880204 27288
DEU302530207 27877
DEU302610207 27877
DEU400030109 27283
DEU400390107 28448
DEU400660101 27877
DEU500140105 28448
DEU500260105 28448
DEU500390102 28448
DEU500410102 28448
DEU500440102 28448
DEU500480102 28448
DEU500650110 28448
DEU500790123 28448
DNK000000569 27586
DNK000003300 27896
DNK000003602 27877
DNK000004343 27586
DNK000004561 27409
DNK000004838 27437
DNK000004873 27385
DNK000005011 27409
DNK000005016 27454
DNK000005142 27409
DNK000005269 27393
DNK000005418 27490
DNK000005463 27566
DNK000005649 27454
DNK000005993 27877
DNK000006040 27602
DNK000006110 27604
DNK000006225 27368
DNK000006238 27586
DNK000006282 27450
DNK000006577 27421
DNK000006581 27368
DNK000006764 27421
DNK000006974 28065
DNK000007009 27586
DNK000007107 27604
DNK000007125 27437
DNK000007141 27586
DNK000007142 27437
DNK000007220 27385
DNK000007234 27393
DNK000007263 27450
DNK000007293 27409
DNK000007305 27552
DNK000007380 27421
DNK000007407 27450
DNK000007408 27490
DNK000007452 27340
DNK000007477 27409
DNK000007519 27454
DNK000007602 27586
DNK000007718 27578
DNK000007747 27409
DNK000008024 27409
DNK000008057 27465
DNK000008152 27409
DNK000008259 27450
DNK000008285 27409
DNK000008303 27586
DNK000008396 28300
DNK000008438 27552
DNK000008458 27393
DNK000008497 28085
DNK000008538 27552
DNK000008642 27906
DNK000010670 27508
DNK000010804 27409
DNK000010823 27604
DNK000010987 27421
DNK000011391 27552
DNK000011447 27385
DNK000011752 27552
DNK000011755 27508
DNK000011783 27586
DNK000011784 27862
DNK000011899 27393
DNK000011985 27586
DNK000011989 27393
DNK000012025 27340
DNK000012209 27450
DNK000012227 27838
DNK000012289 27421
DNK000012304 27552
DNK000012310 28445
DNK000012321 27507
DNK000012360 27368
DNK000012455 27437
DNK000012485 27393
DNK000012527 27896
DNK000012574 27586
DNK000012749 27604
DNK000012760 27602
DNK000012775 27586
DNK000012807 28409
DNK000012832 27409
DNK000012932 27586
DNK000013000 27351
DNK000013055 27586
DNK000013170 28445
DNK000013404 27421
DNK000013480 27586
DNK000013581 27421
DNK000013590 27280
DNK000013667 28242
DNK000013673 27421
DNK000013689 27819
