VE_REF beta.VE_REF
DEU000030606 -4.60517018598809
DEU000030606 4.46202622022337
DEU000030606 4.46202622022337
DEU000030606 4.46202622022337
DEU000030606 4.46202622022337
DEU000030606 -4.60517018598809
DEU000030606 3.72020521324342
DEU000030606 3.25238687214366
DEU000030606 3.25238687214366
DEU000030606 3.25238687214366
DEU000030606 3.25238687214366
DEU000030606 1.957084044936
DEU000030606 1.957084044936
DEU000030606 1.957084044936
DEU000030606 1.957084044936
DEU000030606 1.957084044936
DEU000030606 -4.60517018598809
DEU000030606 -4.60517018598809
DEU000030606 -4.60517018598809
DEU000030606 -4.60517018598809
DEU000030606 -4.60517018598809
DEU000030606 -4.60517018598809
DEU000030606 2.85239413509212
DEU000030606 2.85239413509212
DEU000030606 2.85239413509212
DEU000030606 -4.60517018598809
DEU000030606 -4.60517018598809
DEU000030606 -4.60517018598809
DEU000030606 -4.60517018598809
DEU000030606 1.76794015184126
DEU000030606 1.76794015184126
DEU000030606 1.76794015184126
DEU000030606 1.05398395399955
DEU000030606 2.3087425048588
DEU000030606 2.3087425048588
DEU000030606 -4.60517
DEU000030606 -4.60517018598809
DEU000050617 -4.60517018598809
DEU000050617 3.86625555273328
DEU000050617 3.86625555273328
DEU000050617 3.86625555273328
DEU000050617 3.86625555273328
DEU000050617 -4.60517018598809
DEU000050617 3.72020521324342
DEU000050617 2.73063669555321
DEU000050617 2.73063669555321
DEU000050617 2.73063669555321
DEU000050617 2.73063669555321
DEU000050617 3.38818659009035
DEU000050617 3.38818659009035
DEU000050617 3.38818659009035
DEU000050617 3.38818659009035
DEU000050617 3.38818659009035
DEU000050617 -4.60517018598809
DEU000050617 -4.60517018598809
DEU000050617 -4.60517018598809
DEU000050617 -4.60517018598809
DEU000050617 -4.60517018598809
DEU000050617 -4.60517018598809
DEU000050617 2.85239413509212
DEU000050617 2.85239413509212
DEU000050617 2.85239413509212
DEU000050617 -4.60517018598809
DEU000050617 -4.60517018598809
DEU000050617 -4.60517018598809
DEU000050617 -4.60517018598809
DEU000050617 1.76794015184126
DEU000050617 1.76794015184126
DEU000050617 1.76794015184126
DEU000050617 1.05398395399955
DEU000050617 2.3087425048588
DEU000050617 2.3087425048588
DEU000050617 0
DEU000050617 2.4567357728213
DEU000100601 -4.60517018598809
DEU000100601 1.48537751406573
DEU000100601 1.48537751406573
DEU000100601 1.48537751406573
DEU000100601 1.48537751406573
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 7.59394403016963
DEU000100601 7.59394403016963
DEU000100601 7.59394403016963
DEU000100601 7.59394403016963
DEU000100601 7.59394403016963
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 9.04600980554396
DEU000100601 9.04600980554396
DEU000100601 9.04600980554396
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517018598809
DEU000100601 -4.60517
DEU000100601 -4.60517018598809
DEU000100614 -4.60517018598809
DEU000100614 3.86625555273328
DEU000100614 3.86625555273328
DEU000100614 3.86625555273328
DEU000100614 3.86625555273328
