vids pt_graph
DEUDEWE1GNS 36902
DEUDEWISGNS 37469
DEUDEWOLGNS 36906
DEUDEZINGNS 37470
DEUDEZISGNS 37471
DEUDKSAGGNS 37130
DEUPLELBGNS 37684
DNK000000569 37175
DNK000003300 37466
DNK000004343 37175
DNK000004561 36998
DNK000004838 37026
DNK000004873 36974
DNK000005011 36998
DNK000005016 37043
DNK000005142 36998
DNK000005269 36982
DNK000005418 37079
DNK000005463 37155
DNK000005649 37043
DNK000006040 37191
DNK000006110 37193
DNK000006225 36957
DNK000006238 37175
DNK000006282 37039
DNK000006577 37010
DNK000006581 36957
DNK000006764 37010
DNK000006974 37578
DNK000007009 37175
DNK000007107 37193
DNK000007125 37026
DNK000007141 37175
DNK000007142 37026
DNK000007220 36974
DNK000007234 36982
DNK000007263 37039
DNK000007293 36998
DNK000007305 37141
DNK000007380 37010
DNK000007407 37039
DNK000007408 37079
DNK000007452 36929
DNK000007477 36998
DNK000007519 37043
DNK000007602 37175
DNK000007718 37167
DNK000007747 36998
DNK000008024 36998
DNK000008057 37054
DNK000008152 36998
DNK000008259 37039
DNK000008285 36998
DNK000008303 37175
DNK000008396 37700
DNK000008438 37141
DNK000008458 36982
DNK000008497 37596
DNK000008538 37141
DNK000008642 37471
DNK000010670 37097
DNK000010804 36998
DNK000010823 37193
DNK000010987 37010
DNK000011391 37141
DNK000011447 36974
DNK000011752 37141
DNK000011755 37097
DNK000011783 37175
DNK000011784 37451
DNK000011899 36982
DNK000011985 37175
DNK000011989 36982
DNK000012025 36929
DNK000012209 37039
DNK000012227 37427
DNK000012289 37010
DNK000012304 37141
DNK000012310 37816
DNK000012321 37096
DNK000012360 36957
DNK000012455 37026
DNK000012485 36982
DNK000012527 37466
DNK000012574 37175
DNK000012749 37193
DNK000012760 37191
DNK000012775 37175
DNK000012807 37785
DNK000012832 36998
DNK000012932 37175
DNK000013000 36940
DNK000013055 37175
DNK000013170 37816
DNK000013404 37010
DNK000013480 37175
DNK000013581 37010
DNK000013590 36869
DNK000013667 37684
DNK000013673 37010
DNK000013689 37408
DNK000013694 37175
DNK000013750 37141
DNK000013772 36982
DNK000013843 36998
DNK000013940 37155
DNK000013944 37408
DNK000013968 37785
DNK000013985 37443
DNK000014198 37408
DNK000014263 36998
DNK000014292 37408
DNK000014547 36998
DNK000014548 37141
DNK000014668 36998
DNK000019168 37097
DNK000020378 37175
DNK000024336 36920
DNK000024751 37141
DNK000025580 37079
DNK000025933 37002
DNK000026630 37456
DNK000031666 36982
DNK000031916 37010
DNK000032060 37010
DNK000032145 36929
DNK000032157 37193
DNK000032224 37141
DNK000032227 36998
DNK000032228 36982
DNK000032919 36998
DNK000032999 37141
DNK000033160 37010
DNK000033383 37193
DNK000033403 36998
DNK000033440 37010
DNK000033459 37141
DNK000033712 36982
DNK000034172 36998
DNK000034715 37191
DNK000035175 37010
DNK000035437 37155
DNK000035823 37096
DNK000036044 37155
DNK000036167 36982
DNK000036406 37010
DNK000036587 37141
DNK000037331 36998
DNK000037429 36998
DNK000038349 37141
DNK000038369 36998
DNK000038952 37039
DNK000038971 37141
DNK000039090 37175
DNK000040452 37141
DNK000042092 37141
DNK000042795 37141
DNK000042875 37141
DNK000043716 37010
DNK000043735 37141
DNK000043855 37010
DNK000044016 36998
DNK000044355 37193
DNK000044376 37010
DNK000044396 37193
DNK000044496 37141
DNK000044556 36998
DNK000044557 37141
DNK000044616 37141
DNK000044656 37141
DNK000044676 37097
DNK000044720 37175
DNK000044756 37141
DNKDEBSKGNS 37663
DNKDEECKGNS 36856
DNKDEFLFGNS 37454
DNKDEKSLGNS 37459
DNKDELAUGNS 37460
DNKDEND1GNS 36877
DNKDESTDGNS 37467
DNKDKAGHGNS 37474
DNKDKANHGNS 36920
DNKDKARNGNS 36922
DNKDKASFGNS 36927
DNKDKASKGNS 37687
DNKDKBAGGNS 36929
DNKDKBAOGNS 36934
DNKDKBAQGNS 36930
DNKDKBEGGNS 36935
DNKDKBGZGNS 36940
DNKDKBIHGNS 36936
DNKDKBISGNS 36937
DNKDKBKHGNS 36939
DNKDKBSHGNS 36950
DNKDKDOVGNS 36953
DNKDKDYRGNS 36956
DNKDKEBTGNS 36957
DNKDKEJSGNS 37479
DNKDKENDGNS 36958
DNKDKERRGNS 36961
DNKDKFAKGNS 36964
DNKDKFALGNS 36965
DNKDKFDHGNS 36974
DNKDKFDSGNS 37480
DNKDKFJLGNS 36968
DNKDKFJPGNS 36969
DNKDKFRCGNS 36973
DNKDKFRLGNS 36975
DNKDKGDBGNS 36991
DNKDKGEDGNS 36979
DNKDKGERGNS 36981
DNKDKGEVGNS 36980
DNKDKGLEGNS 36982
DNKDKGUSGNS 36992
DNKDKHAEGNS 36997
DNKDKHANGNS 36998
DNKDKHIRGNS 37010
DNKDKHMMGNS 37025
DNKDKHOHGNS 37019
DNKDKHORGNS 37016
DNKDKHSLGNS 37002
DNKDKHSUGNS 36995
DNKDKHUNGNS 37026
DNKDKJUEGNS 37030
DNKDKJYLGNS 37033
DNKDKKAVGNS 37035
DNKDKKETGNS 37040
DNKDKKHFGNS 37054
DNKDKKLHGNS 37043
DNKDKKLVGNS 37045
DNKDKKNBGNS 37046
DNKDKKOLGNS 37050
DNKDKKRZGNS 37057
DNKDKKTDGNS 37039
DNKDKKTPGNS 37038
DNKDKKULGNS 37058
DNKDKLIDGNS 37062
DNKDKLILGNS 37061
DNKDKLOHGNS 37064
DNKDKLUDGNS 37067
DNKDKLUNGNS 37068
DNKDKMELGNS 37073
DNKDKMIDGNS 37074
DNKDKMOMGNS 37076
DNKDKMOSGNS 37077
DNKDKMOUGNS 37079
DNKDKMRSGNS 37071
DNKDKNAMGNS 37082
DNKDKNBGGNS 37092
DNKDKNORGNS 37091
DNKDKNTDGNS 37095
DNKDKNYOGNS 37094
DNKDKNYSGNS 37487
DNKDKODNGNS 37096
DNKDKODOGNS 37097
DNKDKODSGNS 37098
DNKDKOMMGNS 37100
DNKDKPEDGNS 37109
DNKDKRISGNS 37116
DNKDKSAGGNS 37130
DNKDKSAVGNS 37129
DNKDKSDVGNS 37152
DNKDKSKAGNS 37141
DNKDKSKYGNS 37144
DNKDKSLSGNS 37154
DNKDKSLTGNS 37153
DNKDKSNAGNS 37155
DNKDKSNEGNS 37156
DNKDKSORGNS 37166
DNKDKSPBGNS 37167
DNKDKSRGGNS 37171
DNKDKSTBGNS 37176
DNKDKSTCGNS 37169
DNKDKSTDGNS 37175
DNKDKSTEGNS 37170
DNKDKSTIGNS 37172
DNKDKSTJGNS 37174
DNKDKSTRGNS 37178
DNKDKSUPGNS 37181
DNKDKSVIGNS 37186
DNKDKTAMGNS 37187
DNKDKTEJGNS 37191
DNKDKTHPGNS 37193
DNKDKTROGNS 37199
DNKDKURNGNS 37204
DNKDKVARGNS 37208
DNKDKVEMGNS 37212
DNKDKVAAGNS 37205
DNKPLDARGNS 37422
EST000825464 37351
EST010101021 37329
EST010101425 37351
EST010101439 37283
EST010101442 37283
EST010101445 37283
EST010101448 37283
EST010101457 37335
EST010126047 37387
EST010126050 37387
EST010126477 37335
EST010126485 37351
EST060915002 37283
EST060921005 37351
EST090617002 37411
EST090911001 37329
FIN000010043 37762
FIN000010048 37785
FIN000020011 37785
FIN000020014 37816
FIN000020026 37762
FIN000020053 37785
FIN000020072 37785
FIN000020204 37785
FIN000021289 37785
FIN000021905 37785
FIN000021906 37785
FIN000022034 37785
FIN000030011 37785
FIN000050003 37762
FIN000100002 37762
FIN000100005 37825
FIN000101175 37408
FIN000101199 37762
FIN000101516 37816
FIN000110004 37825
FIN000110011 37825
FIN000110012 37825
FIN000110016 37816
FIN000110018 37825
FIN000110021 37785
FIN000110035 37785
FIN000110038 37785
FIN000110041 37825
FIN000110045 37825
FIN000110046 37825
FIN000110053 37825
FIN000110054 37825
FIN000110055 37825
FIN000110241 37825
FIN000110331 37825
FIN000110448 37785
LTU000000001 37408
LTU000000004 37408
LTU000000005 37408
LTU000000007 37408
LTU000000008 37408
LTU000000009 37408
LTU000000010 37408
LTU000000011 37408
LTU000000024 37408
LTU000000033 37408
LTU000000041 37408
LTU000000043 37408
LTU000000046 37399
LTU000000047 37411
LTU000000050 37408
LTU000000057 37408
LTU000000067 37408
LTU000000069 37408
LTU000000073 37408
LTU000000075 37408
LTU000000076 37408
LTU000000079 37408
LTU000000090 37408
LTU000000091 37408
LTU000000354 37408
LTU000000356 37408
LTU000000357 37408
LTU000000363 37408
LVA000000007 37417
LVA000000052 37417
LVA000000078 37411
LVA000000123 37411
LVA000000126 37411
LVA000000130 37411
LVA000000134 37411
LVA000000165 37411
LVA000000168 37411
LVA000000175 37411
LVA000000187 37411
LVA000000198 37411
LVA000000229 37411
LVA000001065 37417
LVA000001066 37411
LVA000001070 37411
POL011800125 37443
POL011801176 37443
POL011801219 37443
POL011801225 37443
POL011901875 36871
POL012000035 37423
POL012001418 37423
POL012001560 37422
POL012001561 37684
POL012001574 37495
POL012001583 37423
POL012002191 37423
POL012301638 37431
POL022500003 37495
POL022500009 37495
POL022500018 37495
POL022500029 37684
POL022500031 37495
POL022500049 37495
POL022500051 37495
POL022500056 37495
POL022500067 37495
POL022500070 37495
POL022500084 37495
POL022500257 37495
POL022500262 37495
POL022500285 37495
POL022500294 37495
POL022500298 37495
POL022500299 37495
POL022500300 37495
POL022500301 37495
POL022500303 37495
POL022500368 37495
POL022500392 37443
POL022502023 37495
POL022502024 37495
POL022502025 37495
POL022502053 37495
POL022502160 37495
POL022502179 37495
POL022502200 37495
POL022502238 37495
POL022502289 37495
POL023002142 37684
POL023200151 37495
POL023200674 37422
POL023200724 36871
POL023200771 36871
POL023200774 37422
POL023202076 37422
POL023400202 36871
POL023400209 36871
POL023400215 36871
POL023400226 36871
POL023400228 36871
POL023400966 36871
POL023400981 36871
POL023400993 36871
POL023401015 36871
POL023401017 36871
POL023401019 36871
POL023401030 36871
POL023401036 36871
POL023401044 36871
POL023401070 37684
POL023401074 36871
POL023401076 36871
POL023401078 37684
POL023401080 37423
POL023401082 36871
POL023401088 36871
POL023401762 36871
POL023402028 37684
POL023402141 36871
POL023600231 37663
POL023600853 37495
POL023600854 37663
POL023600857 37663
POL023600865 37663
POL023600873 37663
POL023600889 37663
POL023600920 37663
POL023600922 37663
POL023600925 37663
POL023600945 37663
POL023600950 37684
POL033800184 37427
POL033800349 37427
POL033800352 37427
POL033800357 37427
POL033800358 37427
POL033800359 37427
POL033800361 37427
POL033800362 37427
POL033800363 37427
POL033800394 37427
POL033800396 37427
POL033800400 37427
POL033900167 37494
POL033900169 37494
POL033900170 37494
POL033900173 37494
POL033900180 37684
POL033900182 37494
POL033900183 37494
POL033900344 37494
POL033900346 37494
POL034500061 37684
POL034500065 37684
POL034500066 37684
POL034500068 36871
POL034500069 37684
POL034500072 37684
POL034500094 37684
POL034500109 37684
POL034500111 37494
POL034500116 37684
POL034500119 37684
POL034500158 37684
POL034500164 37684
POL034500254 37684
POL034500255 37684
POL034500260 37684
POL034500261 37684
POL034500264 37684
POL034500266 37684
POL034500270 37684
POL034500274 37684
POL034500280 37423
POL034500295 37684
POL034500302 37684
POL034500306 37684
POL034500314 37684
POL034500315 37684
POL034500341 37684
POL034500343 37684
POL034500822 37684
POL035200098 37684
POL035201031 37684
POL035600455 37493
POL035600460 37493
POL035600461 37684
POL035600465 37684
POL035700405 37423
POL035700414 37423
POL035900234 37684
POL035900236 37615
POL035900237 37615
POL035900404 36871
SWE000000017 37829
SWE000000030 37703
SWE000000037 37466
SWE000000038 37514
SWE000000073 37596
SWE000000074 37785
SWE000000084 37459
SWE000000140 37514
SWE000000192 37578
SWE000000203 37514
SWE000006572 37516
SWE000006595 37703
SWE000006664 37495
SWE000006695 37707
SWE000006713 37578
SWE000006791 37816
SWE000006796 37578
SWE000006821 36888
SWE000006829 37130
SWE000006863 37283
SWE000006889 37684
SWE000006904 37599
SWE000006922 37785
SWE000006932 37459
SWE000006942 37700
SWE000006955 37459
SWE000006985 37578
SWE000006999 37578
SWE000007023 37466
SWE000007113 37516
SWE000007115 37408
SWE000007125 37785
SWE000007126 37816
SWE000007130 37466
SWE000007133 37471
SWE000007149 36998
SWE000007170 37175
SWE000007190 37703
SWE000007195 37581
SWE000007212 37514
SWE000007223 37785
SWE000007230 37578
SWE000007291 37535
SWE000007312 37785
SWE000007315 36869
SWE000007772 36998
SWE000007886 37492
SWE000007893 37684
SWE000008025 37141
SWE000008027 37785
SWE000008034 37785
SWE000008056 37785
SWE000008061 37596
SWE000008077 36998
SWE000008155 37466
SWE000008327 37581
SWE000008466 37459
SWE000009717 37456
SWE000009795 37785
SWE000010181 37549
SWEDEGRDGNS 37455
SWEDEKSLGNS 37459
SWEDELPPGNS 36871
SWEDEORDGNS 36850
SWEDEZISGND 37471
SWEDEZISGNS 37471
SWEDKALSGNS 36918
SWEDKBAGGNS 36929
SWEDKHANGNS 36998
SWEDKKTDGNS 37039
SWEDKSAGGNS 37130
SWEFIVAAGNS 37816
SWELTKLJGNS 37408
SWEPLFBKGNS 37492
SWEPLJATGNS 37427
SWEPLWLIGNS 37506
SWESEDEGGNS 37696
SWESEDOMGNS 37817
SWESEELOGTR 37513
SWESEFAGGNS 37514
SWESEFSAGND 37516
SWESEFSDGNS 37623
SWESEGKVGNS 37701
SWESEGRDGND 37518
SWESEGRHGNS 37758
SWESEGVXGNS 37793
SWESEHADGNS 37522
SWESEHAHGNS 37658
SWESEHELGNS 37695
SWESEHLDGNS 37525
SWESEHOGGNS 37529
SWESEHOGGTR 37529
SWESEHUSGNS 37818
SWESEHAAGNS 37521
SWESEJATGNS 37699
SWESEKANGNS 37534
SWESEKGMGNS 37536
SWESEKLVGND 37540
SWESEKLVGNS 37540
SWESEKPHGNS 37707
SWESEKXVGNS 37829
SWESEKAAGNS 37533
SWESELIMGNS 37544
SWESELJUGNS 37546
SWESELOFGNS 37547
SWESELOMGNS 37548
SWESELOUGNS 37635
SWESELYSGND 37549
SWESELYSGNS 37549
SWESELAAGNS 37543
SWESEMLEGND 37552
SWESEMLEGNS 37552
SWESEMONGNS 37556
SWESENOTGNS 37560
SWESEOBBGNS 37652
SWESEOSHGNS 37566
SWESEOSKGNS 37567
SWESEOXEGNS 37569
SWESERNHGNS 37700
SWESERURGNS 37574
SWESESFTGNS 37824
SWESESIMGNS 37578
SWESESLIGNS 37703
SWESESSRGNS 37589
SWESESTAGNS 37803
SWESESTKGNS 37805
SWESETRGGNS 37689
SWESETRSGNS 37595
SWESETSOGNS 37596
SWESEUMEGNS 37600
SWESEVAKGNS 37715
SWESEVBYGNS 37603
SWESEYSTGNS 37609
