vids pt_graph
DEU000030606 36893
DEU000050617 36884
DEU000100601 37408
DEU000100614 37459
DEU000120400 37816
DEU000120500 36872
DEU000150400 37417
DEU000200602 37466
DEU000200606 36863
DEU000300601 37465
DEU000340500 37466
DEU000410637 36875
DEU000430612 36888
DEU000560300 37818
DEU000560606 36862
DEU000690602 37466
DEU000930300 37818
DEU001140614 37459
DEU001180300 37818
DEU001270602 37466
DEU001280602 37495
DEU001330300 37818
DEU001560300 37818
DEU002120300 37425
DEU100210210 36860
DEU100310210 36872
DEU100440209 37457
DEU100550210 37451
DEU100640223 37451
DEU101330213 37454
DEU114000300 37465
DEU200040208 36856
DEU200100208 36856
DEU200160201 36860
DEU200700219 37466
DEU200720219 36860
DEU200730219 36849
DEU300200702 37091
DEU300640207 37458
DEU300670207 37466
DEU300720207 37456
DEU301850204 36877
DEU301880204 36877
DEU302530207 37456
DEU302610207 37456
DEU400030109 36872
DEU400390107 37818
DEU400660101 37456
DEU500140105 37818
DEU500260105 37818
DEU500390102 37818
DEU500410102 37818
DEU500440102 37818
DEU500480102 37818
DEU500650110 37818
DEU500790123 37818
DEUDE4AVGNS 37451
DEUDE7B6GNS 36849
DEUDE8ANGNS 37452
DEUDEAHCGNS 37453
DEUDEBA1GNS 36843
DEUDEBA2GNS 36842
DEUDEBBHGNS 36846
DEUDEBG8GNS 36851
DEUDEBSKGNS 37663
DEUDEBZRGNS 36847
DEUDEDAPGNS 36852
DEUDEDIAGNS 36854
DEUDEDRAGNS 36855
DEUDEECKGNS 36856
DEUDEFLFGNS 37454
DEUDEGLYGNS 36858
DEUDEGRDGNS 37455
DEUDEGROGNS 36859
DEUDEGXGGNS 36857
DEUDEHDFGNS 36861
DEUDEHEDGNS 36860
DEUDEHHFGNS 37456
DEUDEHTUGNS 37610
DEUDEKA1GNS 36862
DEUDEKA2GNS 36863
DEUDEKAPGNS 37457
DEUDEKDMGNS 36864
DEUDEKELGNS 37458
DEUDEKLPGNS 36866
DEUDEKSLGNS 37459
DEUDEKSWGNS 36867
DEUDEKZRGNS 36865
DEUDELABGNS 36868
DEUDELAUGNS 37460
DEUDELPPGNS 36871
DEUDELSAGNS 36869
DEUDELZWGNS 36870
DEUDEMAOGNS 36872
DEUDEMKBGNS 36873
DEUDEMVDGNS 36853
DEUDEND1GNS 36877
DEUDENDTGNS 37462
DEUDENHOGNS 37660
DEUDENOZGNS 36875
DEUDEORDGNS 36850
DEUDEORTGNS 37463
DEUDEPRNGNS 36879
DEUDEPUTGNS 37464
DEUDERKZGNS 36880
DEUDERREGNS 36882
DEUDERZDGNS 36883
DEUDESASGNS 37466
DEUDESH2GNS 36884
DEUDESHYGNS 36886
DEUDESTDGNS 37467
DEUDESTLGNS 37468
DEUDETAZGNS 36887
DEUDETS2GNS 36888
DEUDEUCKGNS 36893
DEUDEUECGNS 36892
DEUDEUMZGNS 36894
DEUDEUSDGNS 36895
DEUDEVIAGNS 36896
DEUDEWA1GNS 36898
DEUDEWARGNS 36900
DEUDEWAYGNS 36899
